day,avg_risk,num_affected,action
0,0.9999978899955749,60,0.0
1,0.9999978899955749,60,0.0
2,0.9999978899955749,60,0.0
3,0.9999978899955749,60,0.0
4,0.9999978899955749,60,0.0
